_measurement,time,price,mileage,title,url
string,dateTime:RFC3339,double,double,string,string
group,FALSE,FALSE,FALSE,FALSE,FALSE
gt350_listing,2021-04-16T00:00:00Z,67000,325,325-Mile 2015 Ford Shelby Mustang GT350,https://bringatrailer.com/listing/2015-ford-shelby-gt350-4/
gt350_listing,2022-07-27T00:00:00Z,83000,32,32-Mile 2015 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2015-ford-mustang-shelby-gt350-4/
gt350_listing,2022-08-31T00:00:00Z,53350,13000,13k-Mile 2015 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2015-ford-mustang-shelby-gt350-5/
gt350_listing,2022-09-05T00:00:00Z,62000,1500,"1,500-Mile 2015 Ford Mustang Shelby GT350 50th Anniversary",https://bringatrailer.com/listing/2015-ford-mustang-shelby-gt350-6/
gt350_listing,2023-09-03T00:00:00Z,54000,3900,"3,900-Mile 2015 Ford Mustang Shelby GT350",https://bringatrailer.com/listing/2015-ford-mustang-shelby-gt350-9/
gt350_listing,2018-01-22T00:00:00Z,43300,11000,11K-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-shelby-gt350/
gt350_listing,2019-07-05T00:00:00Z,57500,237,237-Mile 2016 Ford Shelby Mustang GT350R,https://bringatrailer.com/listing/2016-shelby-gt350r-2/
gt350_listing,2020-09-23T00:00:00Z,47750,881,881-Mile 2016 Ford Shelby Mustang GT350,https://bringatrailer.com/listing/2016-ford-shelby-gt350-16/
gt350_listing,2020-10-12T00:00:00Z,45000,4700,"4,700-Mile 2016 Ford Shelby Mustang GT350",https://bringatrailer.com/listing/2016-ford-shelby-gt350-17/
gt350_listing,2020-11-27T00:00:00Z,62000,1300,"1,300-Mile 2016 Ford Shelby Mustang GT350R",https://bringatrailer.com/listing/2016-ford-shelby-gt350r-7/
gt350_listing,2021-02-08T00:00:00Z,59500,5000,5k-Mile 2016 Ford Shelby Mustang GT350R,https://bringatrailer.com/listing/2016-ford-shelby-gt350r-10/
gt350_listing,2021-04-19T00:00:00Z,73000,23,23-Mile 2016 Ford Shelby Mustang GT350R,https://bringatrailer.com/listing/2016-ford-shelby-gt350r-4/
gt350_listing,2021-04-22T00:00:00Z,50500,4800,"4,800-Mile Supercharged 2016 Ford Shelby Mustang GT350",https://bringatrailer.com/listing/2016-ford-shelby-gt350-20/
gt350_listing,2021-06-01T00:00:00Z,53500,3000,"3,000-Mile 2016 Ford Shelby Mustang GT350",https://bringatrailer.com/listing/2016-ford-shelby-gt350-23/
gt350_listing,2021-06-16T00:00:00Z,58500,551,Original-Owner 551-Mile 2016 Ford Shelby Mustang GT350,https://bringatrailer.com/listing/2016-ford-shelby-gt350-21/
gt350_listing,2021-09-28T00:00:00Z,54000,3900,"3,900-Mile 2016 Ford Mustang Shelby GT350",https://bringatrailer.com/listing/2016-ford-shelby-gt350-27/
gt350_listing,2021-10-08T00:00:00Z,82000,1700,"1,700-Mile Supercharged 2016 Ford Mustang Shelby GT350R",https://bringatrailer.com/listing/2016-ford-shelby-gt-350r-6/
gt350_listing,2021-10-29T00:00:00Z,70500,2999,2k-Mile 2016 Ford Shelby Mustang GT350R,https://bringatrailer.com/listing/2016-ford-shelby-gt-350r-7/
gt350_listing,2022-05-04T00:00:00Z,52000,439,439-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-5/
gt350_listing,2022-06-07T00:00:00Z,52500,5000,5k-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-6/
gt350_listing,2022-06-12T00:00:00Z,73350,574,574-Mile 2016 Ford Mustang Shelby GT350R,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350r-5/
gt350_listing,2022-07-10T00:00:00Z,52500,3800,"3,800-Mile 2016 Ford Mustang Shelby GT350",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-4/
gt350_listing,2022-07-17T00:00:00Z,52000,8000,8k-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-7/
gt350_listing,2022-08-01T00:00:00Z,64000,8000,8k-Mile 2016 Ford Mustang Shelby GT350R,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350r-3/
gt350_listing,2022-08-05T00:00:00Z,55500,1200,"1,200-Mile 2016 Ford Mustang Shelby GT350",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-8/
gt350_listing,2022-09-21T00:00:00Z,58500,20,20-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-14/
gt350_listing,2022-11-03T00:00:00Z,53500,8000,8k-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-18/
gt350_listing,2023-05-14T00:00:00Z,69500,2100,"2,100-Mile 2016 Ford Mustang Shelby GT350R",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350r-12/
gt350_listing,2023-06-04T00:00:00Z,52000,9000,9k-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-26/
gt350_listing,2023-08-02T00:00:00Z,49750,7000,7k-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-28/
gt350_listing,2023-08-24T00:00:00Z,57550,6000,6k-Mile 2016 Ford Mustang Shelby GT350R,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350r-13/
gt350_listing,2023-09-15T00:00:00Z,75000,1500,"1,500-Mile 2016 Ford Mustang Shelby GT350R",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350r-16/
gt350_listing,2023-10-27T00:00:00Z,51500,1500,"1,500-Mile 2016 Ford Mustang Shelby GT350",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-30/
gt350_listing,2023-11-18T00:00:00Z,58000,3100,"3,100-Mile 2016 Ford Mustang Shelby GT350R",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350r-18/
gt350_listing,2023-12-13T00:00:00Z,46100,4700,"4,700-Mile 2016 Ford Mustang Shelby GT350",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-32/
gt350_listing,2024-03-05T00:00:00Z,45500,4100,"4,100-Mile 2016 Ford Mustang Shelby GT350 Track Package",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-34/
gt350_listing,2024-06-12T00:00:00Z,59999,447,447-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-17/
gt350_listing,2024-06-27T00:00:00Z,53500,2400,"2,400-Mile 2016 Ford Mustang Shelby GT350 Track Package",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-42/
gt350_listing,2024-09-10T00:00:00Z,51500,3000,3k-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-48/
gt350_listing,2024-09-10T00:00:00Z,69500,2600,"2,600-Mile 2016 Ford Mustang Shelby GT350R",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350r-28/
gt350_listing,2024-12-20T00:00:00Z,68000,578,578-Mile 2016 Ford Mustang Shelby GT350R,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350r-29/
gt350_listing,2024-12-22T00:00:00Z,49000,7000,7k-Mile 2016 Ford Mustang Shelby GT350,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-49/
gt350_listing,2025-02-07T00:00:00Z,50500,6000,6k-Mile 2016 Ford Mustang Shelby GT350 Track Package,https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-54/
gt350_listing,2025-02-26T00:00:00Z,53500,2200,"2,200-Mile 2016 Ford Mustang Shelby GT350 Track Package",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350-56/
gt350_listing,2025-05-17T00:00:00Z,62500,1500,"1,500-Mile 2016 Ford Mustang Shelby GT350R",https://bringatrailer.com/listing/2016-ford-mustang-shelby-gt350r-31/
gt350_listing,2018-06-29T00:00:00Z,64100,900,900-Mile 2017 Ford Mustang Shelby GT350R,https://bringatrailer.com/listing/2017-ford-gt350r/
gt350_listing,2019-01-09T00:00:00Z,61102,575,575-Mile 2017 Ford Mustang Shelby GT350R,https://bringatrailer.com/listing/2017-ford-mustang-gt350r-9/
gt350_listing,2019-07-19T00:00:00Z,41000,8000,8k-Mile 2017 Ford Shelby Mustang GT350,https://bringatrailer.com/listing/2017-ford-shelby-mustang-gt350-6/
gt350_listing,2020-05-28T00:00:00Z,45100,14000,14k-Mile 2017 Ford Shelby Mustang GT350R,https://bringatrailer.com/listing/2017-ford-shelby-gt350r-4/
gt350_listing,2020-08-17T00:00:00Z,47000,4000,4k-Mile 2017 Ford Shelby Mustang GT350,https://bringatrailer.com/listing/2017-ford-shelby-mustang-gt350-15/
gt350_listing,2020-08-25T00:00:00Z,47750,3000,3k-Mile 2017 Ford Shelby Mustang GT350,https://bringatrailer.com/listing/2017-ford-shelby-mustang-gt350-16/
gt350_listing,2020-11-13T00:00:00Z,49500,3200,"3,200-Mile 2017 Ford Shelby Mustang GT350",https://bringatrailer.com/listing/2017-ford-shelby-gt350-2/
gt350_listing,2020-11-23T00:00:00Z,42250,8000,8k-Mile 2017 Ford Shelby Mustang GT350,https://bringatrailer.com/listing/2017-ford-shelby-mustang-gt350-21/
gt350_listing,2021-01-20T00:00:00Z,55500,8000,Original-Owner 8k-Mile 2017 Ford Shelby Mustang GT350R,https://bringatrailer.com/listing/2017-ford-mustang-gt350r-16/
gt350_listing,2021-03-05T00:00:00Z,58000,7000,Original-Owner 7k-Mile 2017 Ford Shelby Mustang GT350,https://bringatrailer.com/listing/2017-ford-shelby-mustang-gt350-23/
gt350_listing,2021-05-24T00:00:00Z,75350,2000,2k-Mile 2017 Ford Mustang Shelby GT350R,https://bringatrailer.com/listing/2017-ford-shelby-gt350r-7/
gt350_listing,2021-08-12T00:00:00Z,51000,9000,9k-Mile 2017 Ford Shelby Mustang GT350,https://bringatrailer.com/listing/2017-ford-shelby-mustang-gt350-28/
